,X,O,pred,diff
14156,'s,O,O,0
14157,living,O,O,0
14158,environment,O,O,0
14159,.,O,O,0
14160,Add,O,O,0
14161,your,O,O,0
14162,name,O,O,0
14163,to,O,O,0
14164,back,O,O,0
14165,my,O,O,0
14166,plan,O,O,0
14167,:,O,O,0
14168,URL1385,O,O,0
14169,URL218,O,O,0
14170,…,O,O,0
14172,'s,O,O,0
14173,purchase,O,O,0
14174,of,O,O,0
14176,positive,O,O,0
14177,for,O,O,0
14178,...,O,O,0
14179,:,O,O,0
14180,LITTLE,O,O,0
14181,CURRENT,O,O,0
14182,—,O,O,0
14184,retailing,O,O,0
14185,giant,O,O,0
14190,is,O,O,0
14191,purcha,O,O,0
14192,...,O,O,0
14193,URL958,O,O,0
14194,“,O,O,0
14195,@USER1939,O,O,0
14196,:,O,O,0
14197,Call,O,O,0
14198,yo,O,O,0
14199,friends,O,O,0
14200,let,O,O,0
14201,'s,O,O,0
14202,get,O,O,0
14203,DRUNK,O,O,0
14204,😛,O,O,0
14205,URL919,O,O,0
14206,”,O,O,0
14207,RT,O,O,0
14208,@USER2056,O,O,0
14209,:,O,O,0
14210,for,O,O,0
14211,a,O,O,0
14212,wife,O,O,0
14213,",",O,O,0
14214,for,O,O,0
14215,a,O,O,0
14216,husband,O,O,0
14217,.,O,O,0
14218,To,O,O,0
14219,whoever,O,O,0
14220,you,O,O,0
14221,date,O,O,0
14222,;,O,O,0
14223,are,O,O,0
14224,they,O,O,0
14225,the,O,O,0
14226,one,O,O,0
14227,or,O,O,0
14228,are,O,O,0
14229,you,O,O,0
14230,just,O,O,0
14231,playing,O,O,0
14232,games,O,O,0
14233,?,O,O,0
14234,URL802,O,O,0
14235,@USER850,O,O,0
14236,is,O,O,0
14237,@USER2377,O,O,0
14238,3rd,O,O,0
14239,wife,O,O,0
14240,and,O,O,0
14241,his,O,O,0
14242,children,O,O,0
14243,are,O,O,0
14244,from,O,O,0
14245,all,O,O,0
14246,three,O,O,0
14247,not,O,O,0
14248,very,O,O,0
14250,RT,O,O,0
14251,@USER393,O,O,0
14252,:,O,O,0
14253,[,O,O,0
14254,!,O,O,0
14255,],O,O,0
14256,160601,O,O,0
14258,'s,O,O,0
14259,3rd,O,O,0
14260,full,O,O,0
14261,length,O,O,0
14262,album,O,O,0
14263,is,O,O,0
14264,titled,O,O,0
14268,URL320,O,O,0
14269,RT,O,O,0
14270,@USER281,O,O,0
14271,:,O,O,0
14272,Cat,O,O,0
14273,Scared,O,O,0
14274,Of,O,O,0
14275,Vacuum,O,O,0
14276,Cleaner,O,O,0
14277,|,O,O,0
14278,Funny,O,O,0
14279,Video,O,O,0
14280,Cat,O,O,0
14281,2016,O,O,0
14282,|,O,O,0
14283,Meo,O,O,0
14284,Cover,O,O,0
14285,House,O,O,0
14286,-,O,O,0
14287,URL305,O,O,0
14288,RT,O,O,0
14289,@USER2276,O,O,0
14290,:,O,O,0
14291,The,O,O,0
14292,Dark,O,O,0
14293,Secrets,O,O,0
14294,Of,O,O,0
14295,',O,O,0
14298,',O,O,0
14299,Will,O,O,0
14300,Blow,O,O,0
14301,Your,O,O,0
14302,Mind,O,O,0
14303,URL1296,O,O,0
14304,Exclusive,O,O,0
14305,first,O,O,0
14306,look,O,O,0
14307,at,O,O,0
14311,on,O,O,0
14312,Thursday,O,O,0
14313,12th,O,O,0
14314,May,O,O,0
14315,URL995,O,O,0
14316,',O,O,0
14320,',O,O,0
14321,season,O,O,0
14322,5,O,O,0
14323,spoilers,O,O,0
14324,:,O,O,0
14326,destroys,O,O,0
14328,while,O,O,0
14330,finds,O,O,0
14331,love,O,O,0
14332,in,O,O,0
14333,new,O,O,0
14334,season,O,O,0
14335,?,O,O,0
14336,-,O,O,0
14338,URL1055,O,O,0
14339,That,O,O,0
14340,flash,O,O,0
14341,tho,O,O,0
14342,x2,O,O,0
14343,URL1323,O,O,0
14345,#ELEAGUE,O,O,0
14346,live,O,O,0
14347,on,O,O,0
14348,#tbs,O,O,0
14349,!!!!!!!,O,O,0
14350,URL1571,O,O,0
14351,@USER622,O,O,0
14352,"""",O,O,0
14353,I,O,O,0
14354,think,O,O,0
14355,you,O,O,0
14356,are,O,O,0
14357,fortunate,O,O,0
14358,she,O,O,0
14359,has,O,O,0
14360,a,O,O,0
14361,tender,O,O,0
14362,heart,O,O,0
14363,.,O,O,0
14364,I,O,O,0
14365,would,O,O,0
14366,suffer,O,O,0
14367,her,O,O,0
14368,wrath,O,O,0
14369,if,O,O,0
14370,we,O,O,0
14371,fought,O,O,0
14372,.,O,O,0
14373,But,O,O,0
14374,I,O,O,0
14375,am,O,O,0
14376,watching,O,O,0
14377,you,O,O,0
14378,.,O,O,0
14379,"""",O,O,0
14380,RT,O,O,0
14381,@USER1544,O,O,0
14382,:,O,O,0
14383,3,O,O,0
14384,more,O,O,0
14385,months,O,O,0
14386,until,O,O,0
14387,graduation,O,O,0
14388,💃🏿,O,O,0
14389,RT,O,O,0
14390,@USER128,O,O,0
14391,:,O,O,0
14392,GIMME,O,O,0
14393,URL283,O,O,0
14394,#LetterFromTheBrooks,O,O,0
14395,please,O,O,0
14396,choose,O,O,0
14397,me,O,O,0
14398,",",O,O,0
14399,a,O,O,0
14400,will,O,O,0
14401,frame,O,O,0
14402,it,O,O,0
14403,&,O,O,0
14404,put,O,O,0
14405,it,O,O,0
14406,on,O,O,0
14407,my,O,O,0
14408,wall,O,O,0
14409,📃,O,O,0
14410,!!!!!,O,O,0
14411,I,O,O,0
14412,love,O,O,0
14413,&,O,O,0
14414,miss,O,O,0
14415,use,O,O,0
14416,sm,O,O,0
14417,😘,O,O,0
14418,@USER1368,O,O,0
14419,😇,O,O,0
14420,RT,O,O,0
14421,@USER2180,O,O,0
14422,:,O,O,0
14423,How,O,O,0
14424,much,O,O,0
14425,longer,O,O,0
14426,can,O,O,0
14427,@USER1037,O,O,0
14428,ignore,O,O,0
14429,#USURY,O,O,0
14430,and,O,O,0
14431,#PAEDOPHILA,O,O,0
14432,and,O,O,0
14433,hide,O,O,0
14434,#EMBRYOLOGY,O,O,0
14435,from,O,O,0
14436,MOTHERS,O,O,0
14437,?,O,O,0
14438,Such,O,O,0
14439,simple,O,O,0
14440,math,O,O,0
14441,/,O,O,0
14442,science,O,O,0
14443,.,O,O,0
14444,@,O,O,0
14445,…,O,O,0
14446,Ok,O,O,0
14447,done,O,O,0
14448,being,O,O,0
14449,sap,O,O,0
14450,.,O,O,0
14451,Here,O,O,0
14452,'s,O,O,0
14454,waiting,O,O,0
14455,for,O,O,0
14456,her,O,O,0
14457,treat,O,O,0
14458,🐶,O,O,0
14459,URL1337,O,O,0
14460,RT,O,O,0
14461,@USER1186,O,O,0
14462,:,O,O,0
14463,RT,O,O,0
14464,IF,O,O,0
14465,#GreenWall,O,O,0
14466,URL643,O,O,0
14467,URL490,O,O,0
14468,Temp,O,O,0
14469,:,O,O,0
14470,8.7,O,O,0
14471,°C,O,O,0
14472,Wind,O,O,0
14473,:,O,O,0
14474,6.9,O,O,0
14475,mph,O,O,0
14476,Pressure,O,O,0
14477,:,O,O,0
14478,1010.6,O,O,0
14479,mb,O,O,0
14480,Falling,O,O,0
14481,Rain,O,O,0
14482,Today,O,O,0
14483,0.0,O,O,0
14484,mm,O,O,0
14485,Hum,O,O,0
14486,69,O,O,0
14487,%,O,O,0
14488,Fc,O,O,0
14489,:,O,O,0
14490,Occasional,O,O,0
14491,precipitation,O,O,0
14492,",",O,O,0
14493,worsening,O,O,0
14494,RT,O,O,0
14495,@USER2016,O,O,0
14496,:,O,O,0
14498,was,O,O,0
14499,member,O,O,0
14500,in,O,O,0
14502,team,O,O,0
14503,of,O,O,0
14504,a,O,O,0
14505,year,O,O,0
14506,and,O,O,0
14509,can,O,O,0
14510,deliver,O,O,0
14511,much,O,O,0
14512,better,O,O,0
14513,cross,O,O,0
14514,than,O,O,0
14515,him,O,O,0
14516,.,O,O,0
14517,finna,O,O,0
14518,hit,O,O,0
14519,him,O,O,0
14520,with,O,O,0
14521,that,O,O,0
14522,"""",O,O,0
14523,you,O,O,0
14524,up,O,O,0
14525,"""",O,O,0
14526,text,O,O,0
14527,😩,O,O,0
14528,RT,O,O,0
14529,@USER2598,O,O,0
14530,:,O,O,0
14531,"""",O,O,0
14532,when,O,O,0
14533,did,O,O,0
14534,you,O,O,0
14535,start,O,O,0
14536,crying,O,O,0
14537,?,O,O,0
14538,"""",O,O,0
14539,URL835,O,O,0
14540,@USER1844,O,O,0
14541,@USER2432,O,O,0
14542,we,O,O,0
14543,all,O,O,0
14544,know,O,O,0
14545,that,O,O,0
14547,wants,O,O,0
14549,:),O,O,0
14550,RT,O,O,0
14551,@USER448,O,O,0
14552,:,O,O,0
14553,These,O,O,0
14554,crossover,O,O,0
14555,episodes,O,O,0
14556,were,O,O,0
14557,lit,O,O,0
14558,URL974,O,O,0
14559,@USER1446,O,O,0
14560,what,O,O,0
14561,?,O,O,0
14562,😂😂😂,O,O,0
14563,RT,O,O,0
14564,@USER1445,O,O,0
14565,:,O,O,0
14566,The,O,O,0
14567,world,O,O,0
14568,not,O,O,0
14569,ready,O,O,0
14570,URL1605,O,O,0
14571,RT,O,O,0
14572,@USER914,O,O,0
14573,:,O,O,0
14574,Never,O,O,0
14575,give,O,O,0
14576,up,O,O,0
14577,on,O,O,0
14578,someone,O,O,0
14579,you,O,O,0
14580,ca,O,O,0
14581,n't,O,O,0
14582,go,O,O,0
14583,a,O,O,0
14584,day,O,O,0
14585,without,O,O,0
14586,thinking,O,O,0
14587,about,O,O,0
14588,.,O,O,0
14591,fights,O,O,0
14592,the,O,O,0
14593,temptation,O,O,0
14594,to,O,O,0
14595,suck,O,O,0
14596,?,O,O,0
14597,URL583,O,O,0
14598,#kpop,O,O,0
14599,#kpopmusic,O,O,0
14602,:,O,O,0
14603,URL276,O,O,0
14604,Top,O,O,0
14605,posts,O,O,0
14606,from,O,O,0
14607,:,O,O,0
14608,@USER1716,O,O,0
14609,@USER319,O,O,0
14610,Shades,O,O,0
14611,Of,O,O,0
14612,Childhood,O,O,0
14613,Ruined,O,O,0
14614,",",O,O,0
14615,Make,O,O,0
14616,Sure,O,O,0
14617,You,O,O,0
14618,Close,O,O,0
14619,Your,O,O,0
14620,Eyes,O,O,0
14621,URL1291,O,O,0
14622,URL1236,O,O,0
14624,B,O,O,0
14625,120,O,O,0
14626,In.Sight,O,O,0
14627,Wireless,O,O,0
14628,HD,O,O,0
14629,Baby,O,O,0
14630,Monitor,O,O,0
14631,For,O,O,0
14635,Camera,O,O,0
14636,URL1089,O,O,0
14637,@USER2641,O,O,0
14638,actually,O,O,0
14639,let,O,O,0
14640,all,O,O,0
14641,ships,O,O,0
14642,in,O,O,0
14644,be,O,O,0
14645,platonic,O,O,0
14646,RT,O,O,0
14647,@USER2160,O,O,0
14648,:,O,O,0
14649,4x,O,O,0
14650,cause,O,O,0
14651,i,O,O,0
14652,liked,O,O,0
14653,my,O,O,0
14654,outfit,O,O,0
14655,from,O,O,0
14656,yesterday,O,O,0
14657,💙,O,O,0
14658,URL991,O,O,0
14660,killed,O,O,0
14661,as,O,O,0
14662,robbers,O,O,0
14663,",",O,O,0
14664,police,O,O,0
14665,engage,O,O,0
14666,in,O,O,0
14667,shootout,O,O,0
14668,in,O,O,0
14670,URL1632,O,O,0
14671,@USER2108,O,O,0
14672,I,O,O,0
14673,wan,O,O,0
14674,na,O,O,0
14675,comment,O,O,0
14676,on,O,O,0
14677,your,O,O,0
14678,lovely,O,O,0
14679,smile,O,O,0
14680,but,O,O,0
14682,gets,O,O,0
14683,all,O,O,0
14684,my,O,O,0
14685,attention,O,O,0
14686,.,O,O,0
14687,His,O,O,0
14688,unlooking,O,O,0
14689,is,O,O,0
14690,TIGHT,O,O,0
14691,!,O,O,0
14692,You,O,O,0
14693,ai,O,O,0
14694,n't,O,O,0
14695,lying,O,O,0
14696,b,O,O,0
14697,😂😂,O,O,0
14698,URL511,O,O,0
14699,RT,O,O,0
14700,@USER972,O,O,0
14701,:,O,O,0
14702,When,O,O,0
14703,are,O,O,0
14704,we,O,O,0
14705,going,O,O,0
14706,to,O,O,0
14707,run,O,O,0
14708,out,O,O,0
14709,of,O,O,0
14710,usernames,O,O,0
14711,?,O,O,0
14712,RT,O,O,0
14713,@USER1697,O,O,0
14714,:,O,O,0
14715,Follow,O,O,0
14716,everyone,O,O,0
14717,who,O,O,0
14718,retweets,O,O,0
14719,this,O,O,0
14720,👀,O,O,0
14722,50,O,O,0
14723,+,O,O,0
14724,Tablets,O,O,0
14725,-,O,O,0
14726,30,O,O,0
14727,Tablets,O,O,0
14728,-,O,O,0
14729,Pack,O,O,0
14730,of,O,O,0
14731,2,O,O,0
14732,-,O,O,0
14733,URL1529,O,O,0
14734,@USER1379,O,O,0
14735,hi,O,O,0
14737,hope,O,O,0
14738,you,O,O,0
14739,and,O,O,0
14740,your,O,O,0
14741,family,O,O,0
14742,are,O,O,0
14743,well,O,O,0
14744,take,O,O,0
14745,care,O,O,0
14746,😀,O,O,0
14748,@USER194,O,O,0
14749,#FiresideBricky,O,O,0
14750,meal,O,O,0
14751,.,O,O,0
14752,Chicken,O,O,0
14753,noodle,O,O,0
14754,soup,O,O,0
14755,and,O,O,0
14756,chai,O,O,0
14757,tea,O,O,0
14758,.,O,O,0
14759,URL669,O,O,0
14760,RT,O,O,0
14761,@USER2112,O,O,0
14762,:,O,O,0
14763,The,O,O,0
14764,heart,O,O,0
14765,wants,O,O,0
14766,what,O,O,0
14767,it,O,O,0
14768,wants,O,O,0
14769,RT,O,O,0
14770,@USER1570,O,O,0
14771,:,O,O,0
14772,if,O,O,0
14773,i,O,O,0
14774,cry,O,O,0
14775,in,O,O,0
14776,front,O,O,0
14777,of,O,O,0
14778,you,O,O,0
14779,",",O,O,0
14780,just,O,O,0
14781,know,O,O,0
14782,",",O,O,0
14783,i,O,O,0
14784,reached,O,O,0
14785,my,O,O,0
14786,limit,O,O,0
14787,I,O,O,0
14788,left,O,O,0
14789,my,O,O,0
14791,cup,O,O,0
14792,at,O,O,0
14793,my,O,O,0
14794,house,O,O,0
14795,this,O,O,0
14796,morning,O,O,0
14797,and,O,O,0
14798,come,O,O,0
14799,back,O,O,0
14800,to,O,O,0
14801,it,O,O,0
14802,just,O,O,0
14803,now,O,O,0
14804,to,O,O,0
14805,see,O,O,0
14806,that,O,O,0
14807,there,O,O,0
14808,is,O,O,0
14809,still,O,O,0
14810,ice,O,O,0
14811,in,O,O,0
14812,it,O,O,0
14813,😍👍🏼,O,O,0
14814,Fuck,O,O,0
14815,sake,O,O,0
14817,😠,O,O,0
14818,#Euros2016,O,O,0
14819,@USER1387,O,O,0
14820,what,O,O,0
14821,that,O,O,0
14822,mouth,O,O,0
14823,do,O,O,0
14824,RT,O,O,0
14825,@USER352,O,O,0
14826,:,O,O,0
14827,HOW,O,O,0
14828,DOES,O,O,0
14831,MAKE,O,O,0
14832,THIS,O,O,0
14833,PASS,O,O,0
14834,?,O,O,0
14835,URL929,O,O,0
14836,@USER555,O,O,0
14837,these,O,O,0
14838,kids,O,O,0
14839,on,O,O,0
14841,but,O,O,0
14842,we,O,O,0
14843,won,O,O,0
14844,first,O,O,0
14845,then,O,O,0
14846,my,O,O,0
14847,teammates,O,O,0
14848,host,O,O,0
14849,was,O,O,0
14850,shit,O,O,0
14851,and,O,O,0
14852,last,O,O,0
14853,map,O,O,0
14854,went,O,O,0
14855,round,O,O,0
14856,11,O,O,0
14857,RT,O,O,0
14858,@USER472,O,O,0
14859,:,O,O,0
14860,"""",O,O,0
14861,How,O,O,0
14862,old,O,O,0
14863,are,O,O,0
14864,u,O,O,0
14865,?,O,O,0
14866,"""",O,O,0
14867,*,O,O,0
14868,says,O,O,0
14869,age,O,O,0
14870,*,O,O,0
14871,"""",O,O,0
14872,Awwww,O,O,0
14873,u,O,O,0
14874,r,O,O,0
14875,a,O,O,0
14876,baby,O,O,0
14877,!,O,O,0
14878,"""",O,O,0
14879,URL416,O,O,0
14880,@USER1469,O,O,0
14881,I,O,O,0
14882,watched,O,O,0
14883,the,O,O,0
14884,first,O,O,0
14885,three,O,O,0
14886,seasons,O,O,0
14887,",",O,O,0
14888,and,O,O,0
14889,i,O,O,0
14890,really,O,O,0
14891,liked,O,O,0
14892,it,O,O,0
14893,lol,O,O,0
14894,.,O,O,0
14895,Have,O,O,0
14896,nt,O,O,0
14897,seen,O,O,0
14898,it,O,O,0
14899,since,O,O,0
14900,though,O,O,0
14901,",",O,O,0
14902,i,O,O,0
14903,do,O,O,0
14904,nt,O,O,0
14905,watch,O,O,0
14906,much,O,O,0
14907,tv,O,O,0
14908,anymore,O,O,0
14909,.,O,O,0
14910,RT,O,O,0
14911,@USER871,O,O,0
14912,:,O,O,0
14913,me,O,O,0
14914,as,O,O,0
14915,an,O,O,0
14916,eyeshadow,O,O,0
14917,URL1543,O,O,0
14918,I,O,O,0
14919,found,O,O,0
14920,494,O,O,0
14921,people,O,O,0
14922,do,O,O,0
14923,not,O,O,0
14924,follow,O,O,0
14925,me,O,O,0
14926,back,O,O,0
14927,(,O,O,0
14928,via,O,O,0
14929,URL1135,O,O,0
14930,),O,O,0
14931,@USER183,O,O,0
14932,do,O,O,0
14933,n't,O,O,0
14934,think,O,O,0
14935,the,O,O,0
14936,team,O,O,0
14937,had,O,O,0
14938,much,O,O,0
14939,say,O,O,0
14940,in,O,O,0
14941,where,O,O,0
14942,they,O,O,0
14943,drafted,O,O,0
14944,.,O,O,0
14945,RT,O,O,0
14946,@USER541,O,O,0
14947,:,O,O,0
14948,What,O,O,0
14949,if,O,O,0
14950,his,O,O,0
14951,name,O,O,0
14952,was,O,O,0
14955,instead,O,O,0
14956,of,O,O,0
14959,haha,O,O,0
14960,@USER190,O,O,0
14961,@USER2091,O,O,0
14962,she,O,O,0
14963,does,O,O,0
14964,nt,O,O,0
14965,read,O,O,0
14966,email,O,O,0
14967,",",O,O,0
14968,only,O,O,0
14969,k3,O,O,0
14970,-,O,O,0
14971,mail,O,O,0
14972,and,O,O,0
14974,-,O,O,0
14975,mail,O,O,0
14977,does,O,O,0
14978,n’t,O,O,0
14979,have,O,O,0
14980,trendy,O,O,0
14981,food,O,O,0
14982,trucks,O,O,0
14983,as,O,O,0
14984,some,O,O,0
14985,places,O,O,0
14986,do,O,O,0
14987,",",O,O,0
14988,but,O,O,0
14989,it,O,O,0
14990,does,O,O,0
14991,have,O,O,0
14992,an,O,O,0
14993,outdoor,O,O,0
14994,hot,O,O,0
14995,dog,O,O,0
14996,stand,O,O,0
14997,if,O,O,0
14998,you,O,O,0
14999,are,O,O,0
15000,...,O,O,0
15001,URL1489,O,O,0
15002,RT,O,O,0
15003,@USER1263,O,O,0
15004,:,O,O,0
15005,by,O,O,0
15008,",",O,O,0
15009,inspired,O,O,0
15010,in,O,O,0
15011,the,O,O,0
15012,amazing,O,O,0
15013,beauty,O,O,0
15014,of,O,O,0
15015,#lacandelaviva,O,O,0
15016,#streetart,O,O,0
15017,@USER2141,O,O,0
15018,@USER1888,O,O,0
15019,URL574,O,O,0
15020,…,O,O,0
15021,Be,O,O,0
15022,first,O,O,0
15023,to,O,O,0
15024,apply,O,O,0
15025,-,O,O,0
15026,Retail,O,O,0
15027,Store,O,O,0
15028,Manager,O,O,0
15029,in,O,O,0
15032,",",O,O,0
15034,URL984,O,O,0
15035,#job,O,O,0
15036,Gamer,O,O,0
15037,thug,O,O,0
15038,tears,O,O,0
15039,URL519,O,O,0
15040,RT,O,O,0
15041,@USER426,O,O,0
15042,:,O,O,0
15043,RT,O,O,0
15044,@USER655,O,O,0
15045,:,O,O,0
15046,Day,O,O,0
15047,1,O,O,0
15048,of,O,O,0
15049,install,O,O,0
15050,at,O,O,0
15051,#FDIC2016,O,O,0
15052,URL1215,O,O,0
15053,RT,O,O,0
15054,@USER1443,O,O,0
15055,:,O,O,0
15056,"""",O,O,0
15057,I,O,O,0
15058,hate,O,O,0
15061,"""",O,O,0
15062,URL1255,O,O,0
15063,RT,O,O,0
15064,@USER2597,O,O,0
15065,:,O,O,0
15066,THE,O,O,0
15067,SEX,O,O,0
15068,SCENE,O,O,0
15069,URL383,O,O,0
15070,not,O,O,0
15071,going,O,O,0
15072,to,O,O,0
15073,change,O,O,0
15074,......,O,O,0
15075,lol,O,O,0
15076,RT,O,O,0
15077,@USER1199,O,O,0
15078,:,O,O,0
15079,Tonight,O,O,0
15080,the,O,O,0
15081,@USER1200,O,O,0
15084,kicks,O,O,0
15085,off,O,O,0
15086,with,O,O,0
15087,#ShawnWorldTourCologne,O,O,0
15088,🙆🏻,O,O,0
15089,URL1629,O,O,0
15090,RT,O,O,0
15091,@USER1275,O,O,0
15092,:,O,O,0
15093,@USER737,O,O,0
15094,@USER1807,O,O,0
15095,I,O,O,0
15096,like,O,O,0
15097,that,O,O,0
15098,"""",O,O,0
15103,V,O,O,0
15106,"""",O,O,0
15107,hahahaha,O,O,0
15108,#Oregonstandoff,O,O,0
15109,',O,O,0
15110,Pepper,O,O,0
15111,Spray,O,O,0
15112,Cop,O,O,0
15113,',O,O,0
15114,Gets,O,O,0
15115,$,O,O,0
15116,"38,000",O,O,0
15117,in,O,O,0
15118,Workers,O,O,0
15119,',O,O,0
15120,Comp,O,O,0
15121,URL702,O,O,0
15122,Expect,O,O,0
15123,you,O,O,0
15124,to,O,O,0
15125,change,O,O,0
15126,it,O,O,0
15127,",",O,O,0
15128,but,O,O,0
15129,I,O,O,0
15130,like,O,O,0
15132,.,O,O,0
15133,It,O,O,0
15134,'ll,O,O,0
15135,forever,O,O,0
15136,remind,O,O,0
15137,me,O,O,0
15138,about,O,O,0
15139,earlier,O,O,0
15140,.,O,O,0
15141,"""",O,O,0
15142,@USER794,O,O,0
15143,I,O,O,0
15144,need,O,O,0
15145,a,O,O,0
15146,new,O,O,0
15147,phone,O,O,0
15148,case,O,O,0
15149,😖,O,O,0
15150,RT,O,O,0
15151,@USER1102,O,O,0
15152,:,O,O,0
15153,Thanks,O,O,0
15154,to,O,O,0
15156,Imperialism,O,O,0
15157,and,O,O,0
15158,Racism,O,O,0
15159,",",O,O,0
15160,Attacks,O,O,0
15161,on,O,O,0
15163,in,O,O,0
15165,Increase,O,O,0
15166,-,O,O,0
15167,URL1332,O,O,0
15168,URL424,O,O,0
15169,…,O,O,0
15170,RT,O,O,0
15171,@USER1150,O,O,0
15172,:,O,O,0
15173,Qualify,O,O,0
15174,for,O,O,0
15175,a,O,O,0
15176,Place,O,O,0
15177,at,O,O,0
15178,the,O,O,0
15179,#AV/IT,O,O,0
15182,",",O,O,0
15183,Aug,O,O,0
15184,10,O,O,0
15185,-,O,O,0
15186,11,O,O,0
15187,",",O,O,0
15188,in,O,O,0
15190,#AVtweeps,O,O,0
15191,URL1127,O,O,0
15192,@USER203,O,O,0
15193,waiting,O,O,0
15194,for,O,O,0
15195,buses,O,O,0
15196,to,O,O,0
15197,celebrate,O,O,0
15198,#July4Canada,O,O,0
15199,URL1608,O,O,0
15200,RT,O,O,0
15201,@USER1047,O,O,0
15202,:,O,O,0
15204,in,O,O,0
15206,URL354,O,O,0
15207,RT,O,O,0
15208,@USER1808,O,O,0
15209,:,O,O,0
15210,get,O,O,0
15211,yourself,O,O,0
15212,a,O,O,0
15213,girl,O,O,0
15214,who,O,O,0
15215,can,O,O,0
15216,do,O,O,0
15217,both,O,O,0
15218,URL937,O,O,0
15219,RT,O,O,0
15220,@USER2043,O,O,0
15221,:,O,O,0
15222,#GrowingUpUgly,O,O,0
15223,#GrowingUpFat,O,O,0
15224,Not,O,O,0
15225,having,O,O,0
15226,crushes,O,O,0
15227,because,O,O,0
15228,you,O,O,0
15229,automatically,O,O,0
15230,know,O,O,0
15231,they,O,O,0
15232,'re,O,O,0
15233,not,O,O,0
15234,gon,O,O,0
15235,na,O,O,0
15236,like,O,O,0
15237,you,O,O,0
15238,back,O,O,0
15239,@USER1788,O,O,0
15240,this,O,O,0
15241,weekend,O,O,0
15242,will,O,O,0
15243,be,O,O,0
15244,good,O,O,0
15245,tho,O,O,0
15246,I,O,O,0
15247,leave,O,O,0
15248,for,O,O,0
15249,college,O,O,0
15250,in,O,O,0
15251,51,O,O,0
15252,days,O,O,0
15253,😝😝,O,O,0
15256,",",O,O,0
15257,the,O,O,0
15259,and,O,O,0
15261,'s,O,O,0
15263,arrested,O,O,0
15264,in,O,O,0
15267,-,O,O,0
15270,URL297,O,O,0
15271,via,O,O,0
15272,@USER421,O,O,0
15273,did,O,O,0
15274,we,O,O,0
15275,bother,O,O,0
15276,to,O,O,0
15277,ask,O,O,0
15278,if,O,O,0
15279,we,O,O,0
15280,should,O,O,0
15281,’ve,O,O,0
15282,let,O,O,0
15283,this,O,O,0
15284,happen,O,O,0
15285,URL1622,O,O,0
15286,RT,O,O,0
15287,@USER2386,O,O,0
15288,:,O,O,0
15289,do,O,O,0
15290,U,O,O,0
15291,think,O,O,0
15293,drivers,O,O,0
15294,get,O,O,0
15295,lonely,O,O,0
15296,when,O,O,0
15297,their,O,O,0
15298,passengers,O,O,0
15299,leave,O,O,0
15300,RT,O,O,0
15301,@USER1868,O,O,0
15302,:,O,O,0
15303,My,O,O,0
15304,#TeenChoice,O,O,0
15305,for,O,O,0
15306,#ChoiceModel,O,O,0
15307,is,O,O,0
15308,@USER507,O,O,0
15309,@USER245,O,O,0
15310,both,O,O,0
15311,#Taurus,O,O,0
15312,Dolls,O,O,0
15313,make,O,O,0
15314,awesome,O,O,0
15315,moms,O,O,0
15316,!,O,O,0
15317,They,O,O,0
15318,'re,O,O,0
15319,strict,O,O,0
15320,and,O,O,0
15321,loving,O,O,0
15322,.,O,O,0
15323,Driver,O,O,0
15324,continuing,O,O,0
15325,to,O,O,0
15326,drive,O,O,0
15327,around,O,O,0
15328,60,O,O,0
15329,-,O,O,0
15330,65,O,O,0
15331,miles,O,O,0
15332,an,O,O,0
15333,hour,O,O,0
15334,on,O,O,0
15337,.,O,O,0
15338,@USER210,O,O,0
15339,#KCAL9,O,O,0
15340,RT,O,O,0
15341,@USER525,O,O,0
15342,:,O,O,0
15343,Our,O,O,0
15344,tennis,O,O,0
15345,warm,O,O,0
15346,up,O,O,0
15347,🎾,O,O,0
15348,@USER300,O,O,0
15349,URL948,O,O,0
15350,[,O,O,0
15352,],O,O,0
15355,$,O,O,0
15356,31,O,O,0
15357,free,O,O,0
15358,shipping,O,O,0
15359,URL327,O,O,0
15360,URL1250,O,O,0
15361,so,O,O,0
15362,at,O,O,0
15363,least,O,O,0
15364,I,O,O,0
15365,broke,O,O,0
15366,1600,O,O,0
15367,.,O,O,0
15368,Still,O,O,0
15369,sad,O,O,0
15370,I,O,O,0
15371,did,O,O,0
15372,n't,O,O,0
15373,make,O,O,0
15374,1700,O,O,0
15375,though,O,O,0
15376,.,O,O,0
15377,If,O,O,0
15378,only,O,O,0
15379,I,O,O,0
15380,had,O,O,0
15381,good,O,O,0
15382,teammates,O,O,0
15383,earlier,O,O,0
15384,",",O,O,0
15385,then,O,O,0
15386,I,O,O,0
15387,probably,O,O,0
15388,would,O,O,0
15389,'ve,O,O,0
15390,made,O,O,0
15391,it,O,O,0
15392,@USER2140,O,O,0
15393,oh,O,O,0
15394,shoot,O,O,0
15395,I,O,O,0
15396,ai,O,O,0
15397,n't,O,O,0
15398,getting,O,O,0
15399,that,O,O,0
15400,I,O,O,0
15401,need,O,O,0
15402,to,O,O,0
15403,look,O,O,0
15404,poppin,O,O,0
15405,in,O,O,0
15406,flash,O,O,0
15407,pics,O,O,0
15408,Let,O,O,0
15409,your,O,O,0
15410,workings,O,O,0
15411,remain,O,O,0
15412,a,O,O,0
15413,mystery,O,O,0
15414,.,O,O,0
15415,Just,O,O,0
15416,show,O,O,0
