X,O,pred,diff
do,O,O,0
nt,O,O,0
watch,O,O,0
much,O,O,0
tv,O,O,0
anymore,O,O,0
.,O,O,0
RT,O,O,0
@USER871,O,O,0
:,O,O,0
me,O,O,0
as,O,O,0
an,O,O,0
eyeshadow,O,O,0
URL1543,O,O,0
I,O,O,0
found,O,O,0
494,O,O,0
people,O,O,0
do,O,O,0
not,O,O,0
follow,O,O,0
me,O,O,0
back,O,O,0
(,O,O,0
via,O,O,0
URL1135,O,O,0
),O,O,0
@USER183,O,O,0
do,O,O,0
n't,O,O,0
think,O,O,0
the,O,O,0
team,O,O,0
had,O,O,0
much,O,O,0
say,O,O,0
in,O,O,0
where,O,O,0
they,O,O,0
drafted,O,O,0
.,O,O,0
RT,O,O,0
@USER541,O,O,0
:,O,O,0
What,O,O,0
if,O,O,0
his,O,O,0
name,O,O,0
was,O,O,0
James,PER,PER,0
boob,PER,O,1
instead,O,O,0
of,O,O,0
James,PER,PER,0
Bond,PER,PER,0
haha,O,O,0
@USER190,O,O,0
@USER2091,O,O,0
she,O,O,0
does,O,O,0
nt,O,O,0
read,O,O,0
email,O,O,0
",",O,O,0
only,O,O,0
k3,O,O,0
-,O,O,0
mail,O,O,0
and,O,O,0
KKC,O,ORG,1
-,O,O,0
mail,O,O,0
Cuba,LOC,LOC,0
does,O,O,0
n’t,O,O,0
have,O,O,0
trendy,O,O,0
food,O,O,0
trucks,O,O,0
as,O,O,0
some,O,O,0
places,O,O,0
do,O,O,0
",",O,O,0
but,O,O,0
it,O,O,0
does,O,O,0
have,O,O,0
an,O,O,0
outdoor,O,O,0
hot,O,O,0
dog,O,O,0
stand,O,O,0
if,O,O,0
you,O,O,0
are,O,O,0
...,O,O,0
URL1489,O,O,0
RT,O,O,0
@USER1263,O,O,0
:,O,O,0
by,O,O,0
Finbarr,PER,PER,0
Notte,PER,PER,0
",",O,O,0
inspired,O,O,0
in,O,O,0
the,O,O,0
amazing,O,O,0
beauty,O,O,0
of,O,O,0
#lacandelaviva,O,O,0
#streetart,O,O,0
@USER2141,O,O,0
@USER1888,O,O,0
URL574,O,O,0
…,O,O,0
Be,O,O,0
first,O,O,0
to,O,O,0
apply,O,O,0
-,O,O,0
Retail,O,O,0
Store,O,O,0
Manager,O,O,0
in,O,O,0
Santa,LOC,LOC,0
Cruz,LOC,LOC,0
",",O,O,0
CA,LOC,LOC,0
URL984,O,O,0
#job,O,O,0
Gamer,O,O,0
thug,O,O,0
tears,O,O,0
URL519,O,O,0
RT,O,O,0
@USER426,O,O,0
:,O,O,0
RT,O,O,0
@USER655,O,O,0
:,O,O,0
Day,O,O,0
1,O,O,0
of,O,O,0
install,O,O,0
at,O,O,0
#FDIC2016,O,O,0
URL1215,O,O,0
RT,O,O,0
@USER1443,O,O,0
:,O,O,0
"""",O,O,0
I,O,O,0
hate,O,O,0
Donald,PER,PER,0
Trump,PER,PER,0
"""",O,O,0
URL1255,O,O,0
RT,O,O,0
@USER2597,O,O,0
:,O,O,0
THE,O,O,0
SEX,O,O,0
SCENE,O,O,0
URL383,O,O,0
not,O,O,0
going,O,O,0
to,O,O,0
change,O,O,0
......,O,O,0
lol,O,O,0
RT,O,O,0
@USER1199,O,O,0
:,O,O,0
Tonight,O,O,0
the,O,O,0
@USER1200,O,O,0
World,MISC,O,1
Tour,MISC,O,1
kicks,O,O,0
off,O,O,0
with,O,O,0
#ShawnWorldTourCologne,O,O,0
🙆🏻,O,O,0
URL1629,O,O,0
RT,O,O,0
@USER1275,O,O,0
:,O,O,0
@USER737,O,O,0
@USER1807,O,O,0
I,O,O,0
like,O,O,0
that,O,O,0
"""",O,O,0
United,O,LOC,1
States,O,LOC,1
of,O,LOC,1
America,O,LOC,1
V,O,O,0
Pete,PER,PER,0
Santili,PER,PER,0
"""",O,O,0
hahahaha,O,O,0
#Oregonstandoff,O,O,0
',O,O,0
Pepper,O,O,0
Spray,O,O,0
Cop,O,O,0
',O,O,0
Gets,O,O,0
$,O,O,0
"38,000",O,O,0
in,O,O,0
Workers,O,O,0
',O,O,0
Comp,O,O,0
URL702,O,O,0
Expect,O,O,0
you,O,O,0
to,O,O,0
change,O,O,0
it,O,O,0
",",O,O,0
but,O,O,0
I,O,O,0
like,O,O,0
Roman,PER,PER,0
.,O,O,0
It,O,O,0
'll,O,O,0
forever,O,O,0
remind,O,O,0
me,O,O,0
about,O,O,0
earlier,O,O,0
.,O,O,0
"""",O,O,0
@USER794,O,O,0
I,O,O,0
need,O,O,0
a,O,O,0
new,O,O,0
phone,O,O,0
case,O,O,0
😖,O,O,0
RT,O,O,0
@USER1102,O,O,0
:,O,O,0
Thanks,O,O,0
to,O,O,0
U.S.,LOC,LOC,0
Imperialism,O,O,0
and,O,O,0
Racism,O,O,0
",",O,O,0
Attacks,O,O,0
on,O,O,0
Muslims,MISC,MISC,0
in,O,O,0
Europe,LOC,LOC,0
Increase,O,O,0
-,O,O,0
URL1332,O,O,0
URL424,O,O,0
…,O,O,0
RT,O,O,0
@USER1150,O,O,0
:,O,O,0
Qualify,O,O,0
for,O,O,0
a,O,O,0
Place,O,O,0
at,O,O,0
the,O,O,0
#AV/IT,O,O,0
Leadership,MISC,O,1
Summit,MISC,O,1
",",O,O,0
Aug,O,O,0
10,O,O,0
-,O,O,0
11,O,O,0
",",O,O,0
in,O,O,0
NYC,LOC,LOC,0
#AVtweeps,O,O,0
URL1127,O,O,0
@USER203,O,O,0
waiting,O,O,0
for,O,O,0
buses,O,O,0
to,O,O,0
celebrate,O,O,0
#July4Canada,O,O,0
URL1608,O,O,0
RT,O,O,0
@USER1047,O,O,0
:,O,O,0
Rockstar,O,ORG,1
in,O,O,0
pune,LOC,LOC,0
URL354,O,O,0
RT,O,O,0
@USER1808,O,O,0
:,O,O,0
get,O,O,0
yourself,O,O,0
a,O,O,0
girl,O,O,0
who,O,O,0
can,O,O,0
do,O,O,0
both,O,O,0
URL937,O,O,0
RT,O,O,0
@USER2043,O,O,0
:,O,O,0
#GrowingUpUgly,O,O,0
#GrowingUpFat,O,O,0
Not,O,O,0
having,O,O,0
crushes,O,O,0
because,O,O,0
you,O,O,0
automatically,O,O,0
know,O,O,0
they,O,O,0
're,O,O,0
not,O,O,0
gon,O,O,0
na,O,O,0
like,O,O,0
you,O,O,0
back,O,O,0
@USER1788,O,O,0
this,O,O,0
weekend,O,O,0
will,O,O,0
be,O,O,0
good,O,O,0
tho,O,O,0
I,O,O,0
leave,O,O,0
for,O,O,0
college,O,O,0
in,O,O,0
51,O,O,0
days,O,O,0
😝😝,O,O,0
Iron,PER,MISC,1
Man,PER,MISC,1
",",O,O,0
the,O,O,0
Hulk,PER,ORG,1
and,O,O,0
Frozen,MISC,ORG,1
's,O,O,0
Anna,PER,PER,0
arrested,O,O,0
in,O,O,0
New,LOC,LOC,0
York,LOC,LOC,0
-,O,O,0
Evening,ORG,ORG,0
Express,ORG,ORG,0
URL297,O,O,0
via,O,O,0
@USER421,O,O,0
did,O,O,0
we,O,O,0
bother,O,O,0
to,O,O,0
ask,O,O,0
if,O,O,0
we,O,O,0
should,O,O,0
’ve,O,O,0
let,O,O,0
this,O,O,0
happen,O,O,0
URL1622,O,O,0
RT,O,O,0
@USER2386,O,O,0
:,O,O,0
do,O,O,0
U,O,O,0
think,O,O,0
uber,ORG,ORG,0
drivers,O,O,0
get,O,O,0
lonely,O,O,0
when,O,O,0
their,O,O,0
passengers,O,O,0
leave,O,O,0
RT,O,O,0
@USER1868,O,O,0
:,O,O,0
My,O,O,0
#TeenChoice,O,O,0
for,O,O,0
#ChoiceModel,O,O,0
is,O,O,0
@USER507,O,O,0
@USER245,O,O,0
both,O,O,0
#Taurus,O,O,0
Dolls,O,O,0
make,O,O,0
awesome,O,O,0
moms,O,O,0
!,O,O,0
They,O,O,0
're,O,O,0
strict,O,O,0
and,O,O,0
loving,O,O,0
.,O,O,0
Driver,O,O,0
continuing,O,O,0
to,O,O,0
drive,O,O,0
around,O,O,0
60,O,O,0
-,O,O,0
65,O,O,0
miles,O,O,0
an,O,O,0
hour,O,O,0
on,O,O,0
91,LOC,O,1
Eastbound,LOC,O,1
.,O,O,0
@USER210,O,O,0
#KCAL9,O,O,0
RT,O,O,0
@USER525,O,O,0
:,O,O,0
Our,O,O,0
tennis,O,O,0
warm,O,O,0
up,O,O,0
🎾,O,O,0
@USER300,O,O,0
URL948,O,O,0
[,O,O,0
eBay.ca,ORG,O,1
],O,O,0
Nexus,MISC,MISC,0
5x,MISC,MISC,0
$,O,O,0
31,O,O,0
free,O,O,0
shipping,O,O,0
URL327,O,O,0
URL1250,O,O,0
so,O,O,0
at,O,O,0
least,O,O,0
I,O,O,0
broke,O,O,0
1600,O,O,0
.,O,O,0
Still,O,O,0
sad,O,O,0
I,O,O,0
did,O,O,0
n't,O,O,0
make,O,O,0
1700,O,O,0
though,O,O,0
.,O,O,0
If,O,O,0
only,O,O,0
I,O,O,0
had,O,O,0
good,O,O,0
teammates,O,O,0
earlier,O,O,0
",",O,O,0
then,O,O,0
I,O,O,0
probably,O,O,0
would,O,O,0
've,O,O,0
made,O,O,0
it,O,O,0
@USER2140,O,O,0
oh,O,O,0
shoot,O,O,0
I,O,O,0
ai,O,O,0
n't,O,O,0
getting,O,O,0
that,O,O,0
I,O,O,0
need,O,O,0
to,O,O,0
look,O,O,0
poppin,O,O,0
in,O,O,0
flash,O,O,0
pics,O,O,0
Let,O,O,0
your,O,O,0
workings,O,O,0
remain,O,O,0
a,O,O,0
mystery,O,O,0
.,O,O,0
Just,O,O,0
show,O,O,0
people,O,O,0
the,O,O,0
results,O,O,0
.,O,O,0
-,O,O,0
Lao,PER,PER,0
-,PER,O,1
tzu,PER,O,1
URL602,O,O,0
RT,O,O,0
@USER766,O,O,0
:,O,O,0
RT,O,O,0
for,O,O,0
the,O,O,0
chance,O,O,0
to,O,O,0
WIN,O,O,0
this,O,O,0
Minority,MISC,ORG,1
Report,MISC,ORG,1
inspired,O,O,0
T-shirt,O,O,0
before,O,O,0
we,O,O,0
officially,O,O,0
release,O,O,0
it,O,O,0
.,O,O,0
URL870,O,O,0
RT,O,O,0
@USER1193,O,O,0
:,O,O,0
If,O,O,0
you,O,O,0
do,O,O,0
n't,O,O,0
think,O,O,0
your,O,O,0
friends,O,O,0
have,O,O,0
the,O,O,0
ability,O,O,0
to,O,O,0
break,O,O,0
your,O,O,0
heart,O,O,0
",",O,O,0
you,O,O,0
are,O,O,0
so,O,O,0
so,O,O,0
wrong,O,O,0
.,O,O,0
RT,O,O,0
@USER2039,O,O,0
:,O,O,0
At,O,O,0
this,O,O,0
point,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
care,O,O,0
if,O,O,0
I,O,O,0
'm,O,O,0
rude,O,O,0
to,O,O,0
guys,O,O,0
like,O,O,0
what,O,O,0
part,O,O,0
do,O,O,0
n't,O,O,0
ya,O,O,0
fucking,O,O,0
understand,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
wan,O,O,0
na,O,O,0
talk,O,O,0
to,O,O,0
anyone,O,O,0
@USER2179,O,O,0
Help,O,O,0
us,O,O,0
win,O,O,0
&,O,O,0
rt,O,O,0
these,O,O,0
2,O,O,0
links,O,O,0
please,O,O,0
?,O,O,0
Thank,O,O,0
you,O,O,0
&,O,O,0
have,O,O,0
an,O,O,0
amazing,O,O,0
day,O,O,0
!,O,O,0
💕,O,O,0
URL798,O,O,0
URL853,O,O,0
They,O,O,0
are,O,O,0
so,O,O,0
cute,O,O,0
.,O,O,0
Congratulations,O,O,0
.,O,O,0
May,O,O,0
Allah,PER,PER,0
continue,O,O,0
to,O,O,0
bless,O,O,0
your,O,O,0
union,O,O,0
.,O,O,0
We,O,O,0
need,O,O,0
more,O,O,0
cuties,O,O,0
oh,O,O,0
URL584,O,O,0
Delhi,ORG,LOC,1
air,ORG,O,1
will,O,O,0
never,O,O,0
be,O,O,0
safe,O,O,0
because,O,O,0
of,O,O,0
its,O,O,0
geographical,O,O,0
disadvantage,O,O,0
:,O,O,0
panel,O,O,0
to,O,O,0
HC,O,ORG,1
URL1614,O,O,0
Bullet,O,O,0
with,O,O,0
butterfly,O,O,0
wings,O,O,0
.,O,O,0
When,O,O,0
BB,O,PER,1
is,O,O,0
perfect,O,O,0
😩😍🙌,O,O,0
@USER1548,O,O,0
URL458,O,O,0
@USER1026,O,O,0
PLEASE,O,O,0
EXPLAIN,O,O,0
TO,O,O,0
ME,O,O,0
WHY,O,O,0
YOU,O,O,0
TELLING,O,O,0
ME,O,O,0
TO,O,O,0
SHUT,O,O,0
UP,O,O,0
WILL,O,O,0
ACTUALLY,O,O,0
GET,O,O,0
ME,O,O,0
TO,O,O,0
SHUT,O,O,0
UP,O,O,0
RT,O,O,0
@USER1549,O,O,0
:,O,O,0
"""",O,O,0
wyd,O,O,0
this,O,O,0
weekend,O,O,0
?,O,O,0
"""",O,O,0
URL871,O,O,0
Thankful,O,O,0
for,O,O,0
another,O,O,0
24,O,O,0
@USER1833,O,O,0
Imma,O,O,0
stay,O,O,0
at,O,O,0
your,O,O,0
pad,O,O,0
um,O,O,0
can,O,O,0
one,O,O,0
of,O,O,0
my,O,O,0
friends,O,O,0
pick,O,O,0
me,O,O,0
up,O,O,0
so,O,O,0
we,O,O,0
can,O,O,0
go,O,O,0
riding,O,O,0
around,O,O,0
&,O,O,0
talking,O,O,0
?,O,O,0
@USER881,O,O,0
I,O,O,0
suspect,O,O,0
@USER786,O,O,0
's,O,O,0
involvement,O,O,0
now,O,O,0
:/,O,O,0
RT,O,O,0
@USER1280,O,O,0
:,O,O,0
This,O,O,0
is,O,O,0
your,O,O,0
chance,O,O,0
to,O,O,0
ask,O,O,0
question,O,O,0
to,O,O,0
LizQuen,PER,MISC,1
using,O,O,0
ASK,O,O,0
TatakLizQuen,O,O,0
DolceAmore,O,O,0
GrandFansDate,O,O,0
#VoteEnriqueFPP,O,O,0
#KCA,O,O,0
URL0,O,O,0
…,O,O,0
RT,O,O,0
@USER1262,O,O,0
:,O,O,0
Your,O,O,0
child,O,O,0
reading,O,O,0
before,O,O,0
kindergarten,O,O,0
!,O,O,0
This,O,O,0
guide,O,O,0
can,O,O,0
make,O,O,0
it,O,O,0
happen,O,O,0
#kindergarten,O,O,0
#ASMSG,O,O,0
URL459,O,O,0
RT,O,O,0
@USER1805,O,O,0
:,O,O,0
Check,O,O,0
out,O,O,0
my,O,O,0
article,O,O,0
about,O,O,0
Darren,PER,PER,0
Espanto,PER,PER,0
:,O,O,0
URL1153,O,O,0
@USER1025,O,O,0
URL277,O,O,0
RT,O,O,0
@USER1241,O,O,0
:,O,O,0
When,O,O,0
Taeyeon,PER,PER,0
went,O,O,0
on,O,O,0
the,O,O,0
lift,O,O,0
during,O,O,0
"""",O,O,0
U,MISC,MISC,0
R,MISC,MISC,0
"""",O,O,0
and,O,O,0
confetti,O,O,0
fell,O,O,0
",",O,O,0
Yoona,PER,PER,0
's,O,O,0
jaw,O,O,0
dropped,O,O,0
and,O,O,0
she,O,O,0
took,O,O,0
a,O,O,0
video,O,O,0
of,O,O,0
it,O,O,0
.,O,O,0
URL224,O,O,0
…,O,O,0
Excellent,O,O,0
condition,O,O,0
1,O,O,0
BR,O,O,0
in,O,O,0
an,O,O,0
Elevator,O,O,0
building,O,O,0
(,O,O,0
Gramercy,LOC,ORG,1
),O,O,0
$,O,O,0
3825,O,O,0
1,O,O,0
bd,O,O,0
URL478,O,O,0
URL575,O,O,0
#roommate,O,O,0
URL988,O,O,0
Hey,O,O,0
!,O,O,0
Check,O,O,0
URL1640,O,O,0
for,O,O,0
latest,O,O,0
cs:go,MISC,O,1
giveaways,O,O,0
",",O,O,0
free,O,O,0
and,O,O,0
no,O,O,0
sign,O,O,0
up,O,O,0
needed,O,O,0
;),O,O,0
RT,O,O,0
@USER25,O,O,0
:,O,O,0
Laurmani,PER,PER,0
in,O,O,0
red,O,O,0
appreciation,O,O,0
tweet,O,O,0
#VeranoMTV2016,O,O,0
Fifth,ORG,ORG,0
Harmony,ORG,ORG,0
URL585,O,O,0
@USER2400,O,O,0
you,O,O,0
thought,O,O,0
RT,O,O,0
@USER1702,O,O,0
:,O,O,0
hate,O,O,0
is,O,O,0
never,O,O,0
the,O,O,0
answer,O,O,0
.,O,O,0
RT,O,O,0
@USER1320,O,O,0
:,O,O,0
VIDEO,O,O,0
:,O,O,0
Russian,MISC,ORG,1
jets,O,ORG,1
violently,O,O,0
disrupt,O,O,0
Free,ORG,O,1
Syrian,ORG,O,1
Army,ORG,O,1
ceremony,O,O,0
in,O,O,0
western,O,LOC,1
#Daraa,O,LOC,1
URL402,O,O,0
URL1544,O,O,0
…,O,O,0
RT,O,O,0
@USER2545,O,O,0
:,O,O,0
When,O,O,0
you,O,O,0
go,O,O,0
through,O,O,0
deep,O,O,0
waters,O,O,0
",",O,O,0
I,O,O,0
will,O,O,0
be,O,O,0
with,O,O,0
you,O,O,0
.,O,O,0
Isaiah,MISC,PER,1
43:2,MISC,O,1
How,O,O,0
many,O,O,0
of,O,O,0
you,O,O,0
really,O,O,0
knows,O,O,0
that,O,O,0
today,O,O,0
is,O,O,0
my,O,O,0
birthday,O,O,0
😍😍,O,O,0
-,O,O,0
No,O,O,0
I,O,O,0
know,O,O,0
URL1611,O,O,0
#CD,O,O,0
#Music,O,O,0
On,O,O,0
the,O,O,0
6,O,O,0
",",O,O,0
#JenniferLopez,O,LOC,1
",",O,O,0
New,O,O,0
URL840,O,O,0
#Deal,O,O,0
#Bargain,O,O,0
RT,O,O,0
@USER1261,O,O,0
:,O,O,0
@USER2115,O,O,0
so,O,O,0
was,O,O,0
I,O,O,0
.,O,O,0
Especially,O,O,0
because,O,O,0
he,O,O,0
is,O,O,0
literally,O,O,0
in,O,O,0
the,O,O,0
room,O,O,0
right,O,O,0
next,O,O,0
to,O,O,0
me,O,O,0
and,O,O,0
I,O,O,0
could,O,O,0
hear,O,O,0
him,O,O,0
laughing,O,O,0
whi,O,O,0
…,O,O,0
"""",O,O,0
He,O,O,0
",",O,O,0
once,O,O,0
again,O,O,0
",",O,O,0
ripped,O,O,0
strands,O,O,0
of,O,O,0
his,O,O,0
hair,O,O,0
out,O,O,0
and,O,O,0
ran,O,O,0
to,O,O,0
his,O,O,0
lair,O,O,0
.,O,O,0
Preparing,O,O,0
for,O,O,0
a,O,O,0
wonderful,O,O,0
barrage,O,O,0
.,O,O,0
A,O,O,0
barrage,O,O,0
of,O,O,0
excellence,O,O,0
.,O,O,0
"""",O,O,0
@USER1631,O,O,0
so,O,O,0
sad,O,O,0
I,O,O,0
have,O,O,0
to,O,O,0
miss,O,O,0
it,O,O,0
💔,O,O,0
but,O,O,0
we,O,O,0
will,O,O,0
just,O,O,0
do,O,O,0
a,O,O,0
redo,O,O,0
when,O,O,0
I,O,O,0
get,O,O,0
back,O,O,0
after,O,O,0
all,O,O,0
you,O,O,0
can,O,O,0
never,O,O,0
have,O,O,0
too,O,O,0
many,O,O,0
21st,O,O,0
birthdays,O,O,0
Oh,O,O,0
",",O,O,0
dear,O,O,0
.,O,O,0
It,O,O,0
's,O,O,0
like,O,O,0
the,O,O,0
dills,O,O,0
who,O,O,0
accuse,O,O,0
Julan,PER,PER,0
Burnside,PER,PER,0
of,O,O,0
making,O,O,0
money,O,O,0
out,O,O,0
of,O,O,0
#refugees,O,O,0
",",O,O,0
do,O,O,0
n't,O,O,0
bother,O,O,0
2,O,O,0
read,O,O,0
.,O,O,0
URL1425,O,O,0
2,O,O,0
people,O,O,0
followed,O,O,0
me,O,O,0
//,O,O,0
automatically,O,O,0
checked,O,O,0
by,O,O,0
URL1009,O,O,0
@USER2161,O,O,0
but,O,O,0
she,O,O,0
been,O,O,0
a,O,O,0
little,O,O,0
distant,O,O,0
lately,O,O,0
URL1184,O,O,0
@USER840,O,O,0
😭,O,O,0
I,O,O,0
'll,O,O,0
be,O,O,0
your,O,O,0
buddy,O,O,0
The,O,O,0
Dildo,O,O,0
Selfie,O,O,0
Stick,O,O,0
Exists,O,O,0
And,O,O,0
We,O,O,0
Do,O,O,0
n't,O,O,0
Know,O,O,0
How,O,O,0
to,O,O,0
Fe,O,O,0
...,O,O,0
URL505,O,O,0
URL846,O,O,0
Be,O,O,0
you,O,O,0
",",O,O,0
and,O,O,0
be,O,O,0
OK,O,O,0
with,O,O,0
it,O,O,0
.,O,O,0
It,O,O,0
's,O,O,0
the,O,O,0
only,O,O,0
way,O,O,0
you,O,O,0
can,O,O,0
be,O,O,0
truly,O,O,0
happy,O,O,0
.,O,O,0
Be,O,O,0
true,O,O,0
to,O,O,0
yourself,O,O,0
.,O,O,0
URL718,O,O,0
RT,O,O,0
@USER1879,O,O,0
:,O,O,0
Need,O,O,0
extra,O,O,0
cash,O,O,0
for,O,O,0
July,O,O,0
4,O,O,0
weekend,O,O,0
??,O,O,0
Come,O,O,0
an,O,O,0
flip,O,O,0
your,O,O,0
cash,O,O,0
with,O,O,0
me,O,O,0
starting,O,O,0
at,O,O,0
$,O,O,0
150,O,O,0
",",O,O,0
Dm,O,O,0
me,O,O,0
for,O,O,0
more,O,O,0
info,O,O,0
URL224,O,O,0
…,O,O,0
@USER1112,O,O,0
:,O,O,0
PM,O,O,0
@USER351,O,O,0
struggles,O,O,0
to,O,O,0
secure,O,O,0
EU,ORG,ORG,0
Deal,O,ORG,1
.,O,O,0
See,O,O,0
his,O,O,0
policy,O,O,0
record,O,O,0
and,O,O,0
latest,O,O,0
activity,O,O,0
here,O,O,0
URL670,O,O,0
o,O,O,0
i,O,O,0
found,O,O,0
one,O,O,0
with,O,O,0
cloud,O,O,0
RT,O,O,0
@USER1464,O,O,0
:,O,O,0
Beautiful,O,O,0
Chandelier,O,O,0
made,O,O,0
of,O,O,0
Spoons,O,MISC,1
.,O,O,0
URL615,O,O,0
RT,O,O,0
@USER752,O,O,0
:,O,O,0
you,O,O,0
want,O,O,0
it,O,O,0
to,O,O,0
stop,O,O,0
?,O,O,0
how,O,O,0
about,O,O,0
you,O,O,0
just,O,O,0
now,O,O,0
hear,O,O,0
me,O,O,0
out,O,O,0
for,O,O,0
a,O,O,0
second,O,O,0
how,O,O,0
about,O,O,0
how,O,O,0
about,O,O,0
you,O,O,0
JUST,O,O,0
GIT,O,O,0
FUCKING,O,O,0
GUD,O,O,0
URL221,O,O,0
…,O,O,0
RT,O,O,0
@USER1268,O,O,0
:,O,O,0
Love,O,O,0
this,O,O,0
!,O,O,0
"""",O,O,0
Casa,LOC,ORG,1
Dos,LOC,ORG,1
Chicos,LOC,ORG,1
hilltop,O,O,0
villa,O,O,0
-,O,O,0
Villas,O,O,0
for,O,O,0
Rent,O,O,0
in,O,O,0
Nayarit,LOC,O,1
"""",O,O,0
@USER1579,O,O,0
#Travel,O,O,0
URL903,O,O,0
RT,O,O,0
@USER324,O,O,0
:,O,O,0
Ok,O,O,0
thread,O,O,0
of,O,O,0
Chris,PER,PER,0
',O,O,0
looks,O,O,0
cause,O,O,0
he,O,O,0
lowkey,O,O,0
fashionista,O,O,0
and,O,O,0
ppl,O,O,0
sleeping,O,O,0
:,O,O,0
#ChrisBrown,O,O,0
#ICHOOSEBREEZY,O,O,0
#backtosleep,O,O,0
#Viewer,O,O,0
…,O,O,0
RT,O,O,0
@USER1232,O,O,0
:,O,O,0
Amen,O,O,0
Bishop,O,O,0
Father,O,O,0
God,O,O,0
please,O,O,0
help,O,O,0
da,O,O,0
USA,LOC,O,1
n,O,O,0
help,O,O,0
us,O,O,0
2,O,O,0
remove,O,O,0
our,O,O,0
pride,O,O,0
n,O,O,0
haughty,O,O,0
spirits,O,O,0
before,O,O,0
da,O,O,0
fall,O,O,0
n,O,O,0
Jesus,PER,PER,0
',O,O,0
Name,O,O,0
ht,O,O,0
…,O,O,0
RT,O,O,0
@USER1258,O,O,0
:,O,O,0
Janitors,O,PER,1
might,O,O,0
as,O,O,0
well,O,O,0
quit,O,O,0
URL1340,O,O,0
RT,O,O,0
@USER2565,O,O,0
:,O,O,0
Glencoe,LOC,PER,1
Lochan,LOC,PER,1
by,O,O,0
Alan,ORG,PER,1
Howe,ORG,PER,1
Photography,ORG,O,1
on,O,O,0
Flickr,ORG,ORG,0
(,O,O,0
cc,O,O,0
),O,O,0
#Scotland,O,O,0
#photography,O,O,0
#forest,O,O,0
URL270,O,O,0
RT,O,O,0
@USER524,O,O,0
:,O,O,0
Grey,MISC,MISC,0
's,MISC,MISC,0
Anatomy,MISC,MISC,0
season,MISC,O,1
13,MISC,O,1
is,O,O,0
expected,O,O,0
to,O,O,0
premiere,O,O,0
on,O,O,0
September,O,O,0
22,O,O,0
.,O,O,0
RT,O,O,0
to,O,O,0
save,O,O,0
a,O,O,0
life,O,O,0
.,O,O,0
@USER1107,O,O,0
@USER2064,O,O,0
see,O,O,0
the,O,O,0
unnecessary,O,O,0
fear,O,O,0
by,O,O,0
an,O,O,0
MD,O,LOC,1
.,O,O,0
So,O,O,0
cruel,O,O,0
.,O,O,0
URL731,O,O,0
@USER1710,O,O,0
Glad,O,O,0
to,O,O,0
see,O,O,0
I,O,O,0
was,O,O,0
n't,O,O,0
the,O,O,0
only,O,O,0
one,O,O,0
to,O,O,0
think,O,O,0
of,O,O,0
that,O,O,0
!,O,O,0
"""",O,O,0
No,O,O,0
networks,O,O,0
!,O,O,0
"""",O,O,0
Really,O,O,0
trying,O,O,0
to,O,O,0
get,O,O,0
rid,O,O,0
of,O,O,0
these,O,O,0
lmk,O,O,0
if,O,O,0
you,O,O,0
interested,O,O,0
!!,O,O,0
URL319,O,O,0
RT,O,O,0
@USER2352,O,O,0
:,O,O,0
@USER1947,O,O,0
WHY,O,O,0
YOU,O,O,0
DO,O,O,0
THAT,O,O,0
TO,O,O,0
ME,O,O,0
?,O,O,0
I,O,O,0
BEEN,O,O,0
WRITING,O,O,0
ONE,O,O,0
HUNDRED,O,O,0
TEN,O,O,0
TWEET,O,O,0
WITH,O,O,0
THE,O,O,0
SAME,O,O,0
QUESTION,O,O,0
AND,O,O,0
YOU,O,O,0
JUST,O,O,0
IGNORE,O,O,0
M,O,O,0
…,O,O,0
The,O,O,0
latest,O,O,0
The,MISC,O,1
Claudio,MISC,PER,1
Russo,MISC,PER,1
Daily,MISC,O,1
!,O,O,0
URL970,O,O,0
Thanks,O,O,0
to,O,O,0
@USER365,O,O,0
@USER2218,O,O,0
#brexit,O,O,0
#technology,O,O,0
RT,O,O,0
@USER380,O,O,0
:,O,O,0
"""",O,O,0
The,O,O,0
Largest,O,O,0
Swimming,O,O,0
Pool,O,O,0
in,O,O,0
the,O,O,0
World,O,O,0
Found,O,O,0
at,O,O,0
URL606,O,O,0
URL1043,O,O,0
"""",O,O,0
RT,O,O,0
@USER860,O,O,0
:,O,O,0
Season,O,O,0
6,O,O,0
is,O,O,0
coming,O,O,0
soon,O,O,0
.,O,O,0
#TeenWolf,O,O,0
URL1569,O,O,0
RT,O,O,0
@USER2082,O,O,0
:,O,O,0
I,O,O,0
need,O,O,0
to,O,O,0
see,O,O,0
#FindingDory,O,O,0
RT,O,O,0
@USER2533,O,O,0
:,O,O,0
Rihanna,PER,PER,0
made,O,O,0
this,O,O,0
a,O,O,0
hit,O,O,0
",",O,O,0
obviously,O,O,0
.,O,O,0
"""",O,O,0
So,O,O,0
live,O,O,0
ya,O,O,0
life,O,O,0
",",O,O,0
ayeeeeee,O,O,0
"""",O,O,0
😛,O,O,0
URL800,O,O,0
RT,O,O,0
@USER260,O,O,0
:,O,O,0
The,O,O,0
Greatest,O,O,0
Boyfriend,O,O,0
Ever,O,O,0
Proposed,O,O,0
At,O,O,0
A,O,O,0
@USER199,O,O,0
Meet,O,O,0
And,O,O,0
Greet,O,O,0
URL971,O,O,0
via,O,O,0
@USER1711,O,O,0
htt,O,O,0
